"espncricinfo_id","Date","Opposition"
254238,2016-02-19,"SA Women"
254238,2016-02-21,"SA Women"
254238,2016-03-17,"BAN Women"
254238,2016-03-22,"India Women"
254238,2016-03-24,"WI Women"
254238,2016-03-27,"PAK Women"
254238,2016-03-30,"AUS Women"
254238,2017-11-19,"AUS Women"
254238,2017-11-21,"AUS Women"
254238,2018-06-20,"SA Women"
254238,2018-06-23,"SA Women"
254238,2018-06-23,"NZ Women"
254238,2018-06-28,"NZ Women"
254238,2018-07-01,"NZ Women"
254238,2018-11-12,"BAN Women"
254238,2018-11-16,"SA Women"
254238,2018-11-18,"WI Women"
254238,2018-11-22,"India Women"
254238,2018-11-24,"AUS Women"
254238,2019-03-04,"India Women"
254238,2019-03-07,"India Women"
254238,2019-03-09,"India Women"
254238,2019-03-24,"SL Women"
254238,2019-06-21,"WI Women"
254238,2019-07-26,"AUS Women"
254238,2019-07-31,"AUS Women"
254238,2019-12-17,"PAK Women"
254238,2019-12-20,"PAK Women"
254238,2020-01-31,"India Women"
254238,2020-02-07,"India Women"
254238,2020-02-09,"AUS Women"
254238,2020-02-23,"SA Women"
254238,2020-02-26,"THA Women"
254238,2020-02-28,"PAK Women"
254238,2020-03-01,"WI Women"
254238,2020-09-21,"WI Women"
254238,2020-09-23,"WI Women"
254238,2020-09-26,"WI Women"
254238,2020-09-28,"WI Women"
515874,2013-07-05,"PAK Women"
515874,2013-07-05,"PAK Women"
515874,2013-10-22,"NZ Women"
515874,2014-01-29,"AUS Women"
515874,2014-01-31,"AUS Women"
515874,2014-03-30,"SL Women"
515874,2014-04-04,"SA Women"
515874,2014-04-06,"AUS Women"
515874,2015-02-24,"NZ Women"
515874,2016-02-18,"SA Women"
515874,2016-02-19,"SA Women"
515874,2016-02-21,"SA Women"
515874,2016-07-03,"PAK Women"
515874,2016-07-05,"PAK Women"
515874,2016-07-07,"PAK Women"
515874,2018-03-25,"India Women"
515874,2018-03-28,"AUS Women"
515874,2018-03-29,"India Women"
515874,2018-03-31,"AUS Women"
515874,2018-06-20,"SA Women"
515874,2018-06-23,"SA Women"
515874,2018-06-23,"NZ Women"
515874,2018-06-28,"NZ Women"
515874,2018-07-01,"NZ Women"
515874,2018-11-12,"BAN Women"
515874,2018-11-16,"SA Women"
515874,2018-11-18,"WI Women"
515874,2018-11-22,"India Women"
515874,2018-11-24,"AUS Women"
515874,2019-03-07,"India Women"
515874,2019-03-09,"India Women"
515874,2019-03-24,"SL Women"
515874,2019-03-26,"SL Women"
515874,2019-03-28,"SL Women"
515874,2019-06-21,"WI Women"
515874,2019-07-26,"AUS Women"
515874,2019-07-28,"AUS Women"
515874,2019-07-31,"AUS Women"
515874,2019-12-17,"PAK Women"
515874,2019-12-19,"PAK Women"
515874,2019-12-20,"PAK Women"
515874,2020-01-31,"India Women"
515874,2020-02-01,"AUS Women"
515874,2020-02-07,"India Women"
515874,2020-02-09,"AUS Women"
515874,2020-02-23,"SA Women"
515874,2020-02-26,"THA Women"
515874,2020-02-28,"PAK Women"
515874,2020-03-01,"WI Women"
515874,2020-09-21,"WI Women"
515874,2020-09-23,"WI Women"
515874,2020-09-26,"WI Women"
515874,2020-09-28,"WI Women"
515874,2020-09-30,"WI Women"
515874,2021-03-03,"NZ Women"
515874,2021-03-05,"NZ Women"
515874,2021-03-07,"NZ Women"
515874,2021-07-09,"India Women"
515874,2021-07-11,"India Women"
515874,2021-07-14,"India Women"
515874,2021-09-01,"NZ Women"
515874,2021-09-04,"NZ Women"
515874,2021-09-09,"NZ Women"
515874,2022-01-20,"AUS Women"
515874,2022-01-22,"AUS Women"
515874,2022-07-21,"SA Women"
515874,2022-07-23,"SA Women"
515874,2022-07-25,"SA Women"
515874,2022-07-30,"SL Women"
515874,2022-08-02,"SA Women"
515874,2022-08-04,"NZ Women"
515874,2022-08-06,"India Women"
515874,2022-08-07,"NZ Women"
515874,2022-09-10,"India Women"
515874,2022-09-13,"India Women"
515874,2022-09-15,"India Women"
515874,2022-12-11,"WI Women"
515874,2022-12-17,"WI Women"
515874,2022-12-18,"WI Women"
515874,2022-12-22,"WI Women"
515874,2023-02-11,"WI Women"
515874,2023-02-13,"IRE Women"
515874,2023-02-18,"India Women"
515874,2023-02-21,"PAK Women"
515874,2023-02-24,"SA Women"
515874,2023-07-01,"AUS Women"
515874,2023-07-05,"AUS Women"
515874,2023-07-08,"AUS Women"
515874,2023-08-31,"SL Women"
515874,2023-09-02,"SL Women"
515874,2023-09-06,"SL Women"
515874,2023-12-06,"India Women"
515874,2023-12-09,"India Women"
515874,2023-12-10,"India Women"
515874,2024-03-19,"NZ Women"
515874,2024-03-22,"NZ Women"
515874,2024-03-24,"NZ Women"
515874,2024-03-27,"NZ Women"
515874,2024-03-29,"NZ Women"
515874,2024-05-11,"PAK Women"
515874,2024-05-17,"PAK Women"
515874,2024-05-19,"PAK Women"
515874,2024-07-06,"NZ Women"
515874,2024-07-09,"NZ Women"
515874,2024-07-11,"NZ Women"
515874,2024-07-13,"NZ Women"
515874,2024-07-17,"NZ Women"
515874,2024-10-05,"BAN Women"
515874,2024-10-07,"SA Women"
515874,2024-10-13,"SCO Women"
515874,2024-10-15,"WI Women"
515874,2024-11-24,"SA Women"
515874,2024-11-27,"SA Women"
515874,2024-11-30,"SA Women"
1039421,2022-01-22,"AUS Women"
1039421,2022-12-14,"WI Women"
1039421,2022-12-17,"WI Women"
1039421,2022-12-18,"WI Women"
1039421,2022-12-22,"WI Women"
1039421,2023-02-11,"WI Women"
1039421,2023-02-13,"IRE Women"
1039421,2023-02-18,"India Women"
1039421,2023-02-21,"PAK Women"
1039421,2023-02-24,"SA Women"
1039421,2023-07-05,"AUS Women"
1039421,2023-07-08,"AUS Women"
1039421,2023-08-31,"SL Women"
1039421,2023-09-02,"SL Women"
1039421,2023-09-06,"SL Women"
1039421,2023-12-09,"India Women"
1039421,2023-12-10,"India Women"
1039421,2024-03-19,"NZ Women"
1039421,2024-03-22,"NZ Women"
1039421,2024-03-24,"NZ Women"
1039421,2024-03-27,"NZ Women"
1039421,2024-03-29,"NZ Women"
1039421,2024-05-11,"PAK Women"
1039421,2024-05-17,"PAK Women"
1039421,2024-05-19,"PAK Women"
1039421,2024-07-06,"NZ Women"
1039421,2024-07-09,"NZ Women"
1039421,2024-07-11,"NZ Women"
1039421,2024-07-17,"NZ Women"
1039421,2024-10-05,"BAN Women"
1039421,2024-10-07,"SA Women"
1039421,2024-10-13,"SCO Women"
1039421,2024-10-15,"WI Women"
1039421,2024-11-24,"SA Women"
1039421,2024-11-27,"SA Women"
1039421,2024-11-30,"SA Women"
297079,2009-11-09,"WI Women"
297079,2009-11-12,"WI Women"
297079,2010-03-04,"India Women"
297079,2010-03-06,"India Women"
297079,2010-03-08,"India Women"
297079,2010-05-05,"AUS Women"
297079,2010-05-07,"WI Women"
297079,2010-06-29,"NZ Women"
297079,2010-07-01,"NZ Women"
297079,2010-07-02,"NZ Women"
297079,2010-11-19,"SL Women"
297079,2010-11-22,"SL Women"
297079,2010-11-22,"SL Women"
297079,2011-01-12,"AUS Women"
297079,2011-01-14,"AUS Women"
297079,2011-01-16,"AUS Women"
297079,2011-01-17,"AUS Women"
297079,2011-01-18,"AUS Women"
297079,2011-06-23,"NZ Women"
297079,2011-06-26,"India Women"
297079,2011-06-27,"AUS Women"
297079,2011-10-27,"SA Women"
297079,2011-10-29,"SA Women"
297079,2011-10-30,"SA Women"
297079,2012-02-17,"NZ Women"
297079,2012-02-19,"NZ Women"
297079,2012-02-22,"NZ Women"
297079,2012-02-26,"NZ Women"
297079,2012-09-15,"WI Women"
297079,2012-09-16,"WI Women"
297079,2012-09-27,"PAK Women"
297079,2012-09-29,"India Women"
297079,2012-10-01,"AUS Women"
297079,2012-10-04,"NZ Women"
297079,2012-10-07,"AUS Women"
297079,2013-07-05,"PAK Women"
297079,2013-07-05,"PAK Women"
297079,2013-08-27,"AUS Women"
297079,2013-08-29,"AUS Women"
297079,2013-08-31,"AUS Women"
297079,2013-10-16,"NZ Women"
297079,2013-10-18,"WI Women"
297079,2013-10-22,"NZ Women"
297079,2013-10-24,"WI Women"
297079,2013-10-26,"WI Women"
297079,2014-01-29,"AUS Women"
297079,2014-01-31,"AUS Women"
297079,2014-02-02,"AUS Women"
297079,2014-03-24,"WI Women"
297079,2014-03-26,"India Women"
297079,2014-03-28,"BAN Women"
297079,2014-03-30,"SL Women"
297079,2014-04-04,"SA Women"
297079,2014-04-06,"AUS Women"
297079,2014-09-01,"SA Women"
297079,2014-09-03,"SA Women"
297079,2014-09-07,"SA Women"
297079,2015-02-19,"NZ Women"
297079,2015-02-20,"NZ Women"
297079,2015-02-24,"NZ Women"
297079,2015-08-26,"AUS Women"
297079,2015-08-28,"AUS Women"
297079,2015-08-31,"AUS Women"
297079,2016-02-18,"SA Women"
297079,2016-02-19,"SA Women"
297079,2016-02-21,"SA Women"
297079,2016-03-17,"BAN Women"
297079,2016-07-03,"PAK Women"
297079,2016-07-05,"PAK Women"
297079,2016-07-07,"PAK Women"
297079,2017-11-17,"AUS Women"
297079,2017-11-19,"AUS Women"
297079,2017-11-21,"AUS Women"
297079,2018-03-23,"AUS Women"
297079,2018-03-28,"AUS Women"
297079,2018-03-29,"India Women"
297079,2018-03-31,"AUS Women"
297079,2018-06-20,"SA Women"
297079,2018-06-23,"SA Women"
297079,2018-06-23,"NZ Women"
297079,2018-06-28,"NZ Women"
297079,2018-07-01,"NZ Women"
297079,2018-11-18,"WI Women"
297079,2018-11-22,"India Women"
297079,2018-11-24,"AUS Women"
254168,2010-03-04,"India Women"
254168,2010-03-06,"India Women"
254168,2010-03-08,"India Women"
254168,2010-05-09,"SA Women"
254168,2010-06-29,"NZ Women"
254168,2010-07-01,"NZ Women"
254168,2010-07-02,"NZ Women"
254168,2010-11-19,"SL Women"
254168,2010-11-22,"SL Women"
254168,2010-11-22,"SL Women"
254168,2011-01-12,"AUS Women"
254168,2011-01-14,"AUS Women"
254168,2011-01-16,"AUS Women"
254168,2011-01-17,"AUS Women"
254168,2011-01-18,"AUS Women"
254168,2011-06-23,"NZ Women"
254168,2011-06-25,"AUS Women"
254168,2011-06-26,"India Women"
254168,2011-06-27,"AUS Women"
254168,2012-02-17,"NZ Women"
254168,2012-02-19,"NZ Women"
254168,2012-02-22,"NZ Women"
254168,2012-06-23,"IRE Women"
254168,2012-06-26,"India Women"
254168,2012-06-28,"India Women"
254168,2012-09-04,"PAK Women"
254168,2012-09-05,"PAK Women"
254168,2012-09-08,"WI Women"
254168,2012-09-10,"WI Women"
254168,2012-09-13,"WI Women"
254168,2012-09-15,"WI Women"
254168,2012-09-16,"WI Women"
254168,2012-09-27,"PAK Women"
254168,2012-09-29,"India Women"
254168,2012-10-01,"AUS Women"
254168,2012-10-04,"NZ Women"
254168,2012-10-07,"AUS Women"
254168,2013-07-05,"PAK Women"
254168,2013-07-05,"PAK Women"
254168,2013-08-27,"AUS Women"
254168,2013-08-29,"AUS Women"
254168,2013-08-31,"AUS Women"
254168,2013-10-16,"NZ Women"
254168,2013-10-18,"WI Women"
254168,2013-10-22,"NZ Women"
254168,2013-10-24,"WI Women"
254168,2013-10-26,"WI Women"
254168,2014-01-29,"AUS Women"
254168,2014-01-31,"AUS Women"
254168,2014-02-02,"AUS Women"
254168,2014-09-01,"SA Women"
254168,2014-09-03,"SA Women"
254168,2014-09-07,"SA Women"
254168,2015-02-19,"NZ Women"
254168,2015-02-20,"NZ Women"
254168,2015-02-24,"NZ Women"
254168,2015-08-26,"AUS Women"
254168,2015-08-28,"AUS Women"
254168,2015-08-31,"AUS Women"
254168,2016-02-18,"SA Women"
254168,2016-02-19,"SA Women"
254168,2016-02-21,"SA Women"
254168,2016-03-17,"BAN Women"
254168,2016-03-22,"India Women"
254168,2016-03-24,"WI Women"
254168,2016-03-27,"PAK Women"
254168,2016-03-30,"AUS Women"
254168,2016-07-03,"PAK Women"
254168,2016-07-05,"PAK Women"
254168,2016-07-07,"PAK Women"
254168,2017-11-17,"AUS Women"
254168,2017-11-19,"AUS Women"
254168,2017-11-21,"AUS Women"
254168,2018-03-23,"AUS Women"
254168,2018-03-25,"India Women"
254168,2018-03-28,"AUS Women"
254168,2018-03-29,"India Women"
254168,2018-03-31,"AUS Women"
254168,2018-06-20,"SA Women"
254168,2018-06-23,"SA Women"
254168,2018-06-23,"NZ Women"
254168,2018-06-28,"NZ Women"
254168,2018-07-01,"NZ Women"
254168,2018-11-12,"BAN Women"
254168,2018-11-16,"SA Women"
254168,2018-11-18,"WI Women"
254168,2018-11-22,"India Women"
254168,2018-11-24,"AUS Women"
254168,2019-03-04,"India Women"
254168,2019-03-07,"India Women"
254168,2019-03-09,"India Women"
254168,2019-03-24,"SL Women"
254168,2019-03-26,"SL Women"
254168,2019-03-28,"SL Women"
254168,2019-06-21,"WI Women"
254168,2019-07-26,"AUS Women"
254168,2019-07-28,"AUS Women"
254168,2019-07-31,"AUS Women"
254168,2019-12-17,"PAK Women"
254168,2019-12-19,"PAK Women"
254168,2019-12-20,"PAK Women"
254168,2020-01-31,"India Women"
254168,2020-02-01,"AUS Women"
254168,2020-02-07,"India Women"
254168,2020-02-09,"AUS Women"
254168,2020-02-23,"SA Women"
254168,2020-02-26,"THA Women"
254168,2020-02-28,"PAK Women"
254168,2020-03-01,"WI Women"
254168,2020-09-21,"WI Women"
254168,2020-09-23,"WI Women"
254168,2020-09-26,"WI Women"
254168,2020-09-28,"WI Women"
254168,2021-03-03,"NZ Women"
254168,2021-03-05,"NZ Women"
254168,2021-03-07,"NZ Women"
254168,2021-07-09,"India Women"
254168,2021-07-11,"India Women"
254168,2021-07-14,"India Women"
254168,2021-09-01,"NZ Women"
254168,2021-09-04,"NZ Women"
254168,2021-09-09,"NZ Women"
254168,2022-01-20,"AUS Women"
254168,2022-01-22,"AUS Women"
254168,2022-07-21,"SA Women"
254168,2022-07-23,"SA Women"
254168,2022-07-25,"SA Women"
254168,2022-07-30,"SL Women"
254168,2022-08-02,"SA Women"
254168,2022-08-04,"NZ Women"
254168,2022-08-06,"India Women"
254168,2022-08-07,"NZ Women"
254168,2022-09-10,"India Women"
254168,2022-09-13,"India Women"
254168,2022-09-15,"India Women"
254168,2022-12-11,"WI Women"
254168,2022-12-14,"WI Women"
254168,2022-12-22,"WI Women"
254168,2023-02-11,"WI Women"
254168,2023-02-13,"IRE Women"
254168,2023-02-18,"India Women"
254168,2023-02-21,"PAK Women"
254168,2023-02-24,"SA Women"
254168,2023-07-01,"AUS Women"
254168,2023-07-05,"AUS Women"
254168,2023-07-08,"AUS Women"
254168,2023-08-31,"SL Women"
254168,2023-09-02,"SL Women"
254168,2023-09-06,"SL Women"
254168,2023-12-06,"India Women"
254168,2023-12-09,"India Women"
254168,2024-03-27,"NZ Women"
254168,2024-03-29,"NZ Women"
254168,2024-05-11,"PAK Women"
254168,2024-05-17,"PAK Women"
254168,2024-05-19,"PAK Women"
254168,2024-07-06,"NZ Women"
254168,2024-07-09,"NZ Women"
254168,2024-07-13,"NZ Women"
254168,2024-07-17,"NZ Women"
254168,2024-10-05,"BAN Women"
254168,2024-10-07,"SA Women"
254168,2024-10-13,"SCO Women"
254168,2024-10-15,"WI Women"
254168,2024-11-24,"SA Women"
254168,2024-11-27,"SA Women"
254168,2024-11-30,"SA Women"
886203,2023-07-01,"AUS Women"
886203,2023-07-05,"AUS Women"
886203,2023-07-08,"AUS Women"
886203,2023-08-31,"SL Women"
886203,2023-09-02,"SL Women"
886203,2023-09-06,"SL Women"
886203,2023-12-10,"India Women"
886203,2024-03-19,"NZ Women"
886203,2024-03-22,"NZ Women"
886203,2024-03-24,"NZ Women"
886203,2024-03-27,"NZ Women"
886203,2024-03-29,"NZ Women"
886203,2024-05-11,"PAK Women"
886203,2024-05-17,"PAK Women"
886203,2024-05-19,"PAK Women"
886203,2024-07-09,"NZ Women"
886203,2024-07-11,"NZ Women"
886203,2024-07-13,"NZ Women"
886203,2024-10-05,"BAN Women"
886203,2024-10-07,"SA Women"
886203,2024-10-13,"SCO Women"
886203,2024-10-15,"WI Women"
466619,2010-11-19,"SL Women"
466619,2010-11-22,"SL Women"
466619,2010-11-22,"SL Women"
466619,2011-01-12,"AUS Women"
466619,2011-01-17,"AUS Women"
466619,2016-07-05,"PAK Women"
466619,2016-07-07,"PAK Women"
466619,2017-11-17,"AUS Women"
466619,2017-11-19,"AUS Women"
466619,2017-11-21,"AUS Women"
466619,2018-03-23,"AUS Women"
466619,2018-03-28,"AUS Women"
466619,2018-03-29,"India Women"
466619,2018-03-31,"AUS Women"
466619,2019-12-17,"PAK Women"
466619,2019-12-19,"PAK Women"
466619,2019-12-20,"PAK Women"
466619,2020-01-31,"India Women"
466619,2020-02-01,"AUS Women"
466619,2020-02-07,"India Women"
466619,2020-02-09,"AUS Women"
466619,2020-02-23,"SA Women"
466619,2020-02-26,"THA Women"
466619,2020-02-28,"PAK Women"
466619,2020-03-01,"WI Women"
466619,2020-09-21,"WI Women"
466619,2020-09-23,"WI Women"
466619,2020-09-26,"WI Women"
466619,2020-09-30,"WI Women"
466619,2021-03-07,"NZ Women"
1195947,2022-07-25,"SA Women"
1195947,2022-07-30,"SL Women"
1195947,2022-08-02,"SA Women"
1195947,2022-08-04,"NZ Women"
1195947,2022-08-06,"India Women"
1195947,2022-08-07,"NZ Women"
1195947,2022-09-10,"India Women"
1195947,2022-09-13,"India Women"
1195947,2022-09-15,"India Women"
1195947,2023-08-31,"SL Women"
1195947,2023-09-02,"SL Women"
1195947,2023-09-06,"SL Women"
1195947,2023-12-06,"India Women"
1195947,2023-12-09,"India Women"
1195947,2023-12-10,"India Women"
1195947,2024-05-11,"PAK Women"
1195947,2024-07-06,"NZ Women"
1195947,2024-07-11,"NZ Women"
1195947,2024-07-17,"NZ Women"
1195947,2024-11-24,"SA Women"
1195947,2024-11-27,"SA Women"
1195947,2024-11-30,"SA Women"
652945,2019-03-24,"SL Women"
652945,2019-03-26,"SL Women"
652945,2019-03-28,"SL Women"
652945,2019-12-17,"PAK Women"
652945,2019-12-19,"PAK Women"
652945,2020-02-01,"AUS Women"
652945,2020-02-07,"India Women"
652945,2020-09-30,"WI Women"
652945,2021-03-03,"NZ Women"
652945,2021-03-05,"NZ Women"
652945,2021-03-07,"NZ Women"
652945,2021-07-09,"India Women"
652945,2021-07-11,"India Women"
652945,2021-07-14,"India Women"
652945,2021-09-04,"NZ Women"
652945,2022-01-20,"AUS Women"
652945,2022-01-22,"AUS Women"
652945,2022-07-23,"SA Women"
652945,2022-09-10,"India Women"
652945,2022-09-13,"India Women"
652945,2022-09-15,"India Women"
652945,2022-12-14,"WI Women"
652945,2022-12-17,"WI Women"
652945,2022-12-22,"WI Women"
652945,2023-02-21,"PAK Women"
652945,2023-07-01,"AUS Women"
358259,2010-11-22,"SL Women"
358259,2010-11-22,"SL Women"
358259,2011-01-12,"AUS Women"
358259,2011-01-14,"AUS Women"
358259,2011-01-16,"AUS Women"
358259,2011-01-17,"AUS Women"
358259,2011-01-18,"AUS Women"
358259,2012-09-16,"WI Women"
358259,2013-08-27,"AUS Women"
358259,2013-08-29,"AUS Women"
358259,2013-08-31,"AUS Women"
358259,2014-03-24,"WI Women"
358259,2014-03-26,"India Women"
358259,2014-03-28,"BAN Women"
358259,2014-03-30,"SL Women"
358259,2014-04-04,"SA Women"
358259,2014-04-06,"AUS Women"
358259,2014-09-01,"SA Women"
358259,2014-09-03,"SA Women"
358259,2014-09-07,"SA Women"
358259,2015-02-19,"NZ Women"
358259,2015-02-20,"NZ Women"
358259,2015-02-24,"NZ Women"
358259,2015-08-26,"AUS Women"
358259,2015-08-28,"AUS Women"
358259,2015-08-31,"AUS Women"
358259,2016-02-18,"SA Women"
358259,2016-02-19,"SA Women"
358259,2016-02-21,"SA Women"
358259,2016-03-17,"BAN Women"
358259,2016-03-22,"India Women"
358259,2016-03-24,"WI Women"
358259,2016-03-30,"AUS Women"
358259,2016-07-03,"PAK Women"
358259,2016-07-05,"PAK Women"
358259,2016-07-07,"PAK Women"
358259,2017-11-17,"AUS Women"
358259,2017-11-19,"AUS Women"
358259,2017-11-21,"AUS Women"
358259,2018-03-23,"AUS Women"
358259,2018-03-25,"India Women"
358259,2018-03-28,"AUS Women"
358259,2018-03-29,"India Women"
358259,2018-06-20,"SA Women"
358259,2018-06-23,"SA Women"
358259,2018-06-23,"NZ Women"
358259,2018-06-28,"NZ Women"
358259,2018-07-01,"NZ Women"
358259,2018-11-12,"BAN Women"
358259,2018-11-16,"SA Women"
358259,2018-11-18,"WI Women"
358259,2018-11-22,"India Women"
358259,2018-11-24,"AUS Women"
358259,2019-03-04,"India Women"
358259,2019-03-07,"India Women"
358259,2019-03-09,"India Women"
358259,2019-03-24,"SL Women"
358259,2019-03-26,"SL Women"
358259,2019-03-28,"SL Women"
358259,2019-06-21,"WI Women"
358259,2019-07-26,"AUS Women"
358259,2019-07-28,"AUS Women"
358259,2019-07-31,"AUS Women"
358259,2019-12-17,"PAK Women"
358259,2019-12-19,"PAK Women"
358259,2019-12-20,"PAK Women"
358259,2020-01-31,"India Women"
358259,2020-02-01,"AUS Women"
358259,2020-02-07,"India Women"
358259,2020-02-09,"AUS Women"
358259,2020-02-23,"SA Women"
358259,2020-02-26,"THA Women"
358259,2020-02-28,"PAK Women"
358259,2020-03-01,"WI Women"
358259,2020-09-21,"WI Women"
358259,2020-09-23,"WI Women"
358259,2020-09-26,"WI Women"
358259,2020-09-28,"WI Women"
358259,2020-09-30,"WI Women"
358259,2021-03-03,"NZ Women"
358259,2021-03-05,"NZ Women"
358259,2021-07-09,"India Women"
358259,2021-07-11,"India Women"
358259,2021-07-14,"India Women"
358259,2021-09-09,"NZ Women"
358259,2022-01-20,"AUS Women"
358259,2022-01-22,"AUS Women"
358259,2022-07-21,"SA Women"
358259,2022-12-11,"WI Women"
358259,2022-12-14,"WI Women"
358259,2022-12-17,"WI Women"
358259,2022-12-18,"WI Women"
358259,2022-12-22,"WI Women"
358259,2023-02-11,"WI Women"
358259,2023-02-13,"IRE Women"
358259,2023-02-18,"India Women"
358259,2023-02-21,"PAK Women"
358259,2023-02-24,"SA Women"
358259,2023-07-01,"AUS Women"
358259,2023-07-05,"AUS Women"
358259,2023-07-08,"AUS Women"
358259,2023-08-31,"SL Women"
358259,2023-09-02,"SL Women"
358259,2023-09-06,"SL Women"
358259,2023-12-06,"India Women"
358259,2023-12-09,"India Women"
358259,2023-12-10,"India Women"
358259,2024-03-19,"NZ Women"
358259,2024-03-22,"NZ Women"
358259,2024-03-24,"NZ Women"
358259,2024-03-27,"NZ Women"
358259,2024-03-29,"NZ Women"
358259,2024-05-11,"PAK Women"
358259,2024-05-17,"PAK Women"
358259,2024-05-19,"PAK Women"
358259,2024-07-06,"NZ Women"
358259,2024-07-09,"NZ Women"
358259,2024-07-13,"NZ Women"
358259,2024-07-17,"NZ Women"
358259,2024-10-05,"BAN Women"
358259,2024-10-07,"SA Women"
358259,2024-10-13,"SCO Women"
358259,2024-10-15,"WI Women"
358259,2024-11-24,"SA Women"
358259,2024-11-27,"SA Women"
358259,2024-11-30,"SA Women"
1146066,2022-07-21,"SA Women"
1146066,2022-07-25,"SA Women"
1146066,2022-07-30,"SL Women"
1146066,2022-08-02,"SA Women"
1146066,2022-08-04,"NZ Women"
1146066,2022-08-06,"India Women"
1146066,2022-08-07,"NZ Women"
1146066,2022-09-15,"India Women"
1146066,2022-12-22,"WI Women"
1146066,2023-09-02,"SL Women"
1146066,2024-09-14,"IRE Women"
1146066,2024-09-15,"IRE Women"
53906,2005-09-02,"AUS Women"
53906,2006-08-05,"India Women"
53906,2008-08-22,"SA Women"
53906,2008-08-23,"SA Women"
53906,2008-08-23,"SA Women"
53906,2009-06-11,"India Women"
53906,2009-06-19,"AUS Women"
53906,2009-06-21,"NZ Women"
53906,2009-11-09,"WI Women"
53906,2009-11-10,"WI Women"
53906,2009-11-12,"WI Women"
53906,2010-03-04,"India Women"
53906,2010-03-06,"India Women"
53906,2010-03-08,"India Women"
53906,2010-05-05,"AUS Women"
53906,2010-05-07,"WI Women"
53906,2010-05-09,"SA Women"
53906,2010-06-29,"NZ Women"
53906,2010-07-01,"NZ Women"
53906,2010-07-02,"NZ Women"
53906,2011-06-23,"NZ Women"
53906,2011-06-25,"AUS Women"
53906,2011-06-26,"India Women"
53906,2011-06-27,"AUS Women"
53906,2012-06-23,"IRE Women"
53906,2012-06-26,"India Women"
53906,2012-06-28,"India Women"
53906,2012-09-04,"PAK Women"
53906,2012-09-05,"PAK Women"
53906,2012-09-08,"WI Women"
53906,2012-09-10,"WI Women"
53906,2012-09-13,"WI Women"
53906,2012-09-15,"WI Women"
53906,2012-09-16,"WI Women"
53906,2012-09-27,"PAK Women"
53906,2012-09-29,"India Women"
53906,2012-10-01,"AUS Women"
53906,2012-10-04,"NZ Women"
53906,2012-10-07,"AUS Women"
53906,2013-08-27,"AUS Women"
53906,2013-08-29,"AUS Women"
53906,2013-08-31,"AUS Women"
53906,2014-09-01,"SA Women"
53906,2014-09-03,"SA Women"
53906,2014-09-07,"SA Women"
53906,2015-02-19,"NZ Women"
53906,2015-02-24,"NZ Women"
53906,2015-08-26,"AUS Women"
53906,2015-08-28,"AUS Women"
53906,2015-08-31,"AUS Women"
53906,2016-03-17,"BAN Women"
53906,2016-03-22,"India Women"
53906,2016-03-24,"WI Women"
53906,2016-03-27,"PAK Women"
53906,2016-03-30,"AUS Women"
53906,2016-07-03,"PAK Women"
53906,2016-07-05,"PAK Women"
53906,2017-11-17,"AUS Women"
53906,2017-11-19,"AUS Women"
53906,2017-11-21,"AUS Women"
53906,2018-06-20,"SA Women"
53906,2018-06-23,"SA Women"
53906,2018-06-23,"NZ Women"
53906,2018-06-28,"NZ Women"
53906,2018-07-01,"NZ Women"
53906,2019-03-04,"India Women"
53906,2019-03-07,"India Women"
53906,2019-03-26,"SL Women"
53906,2019-06-21,"WI Women"
53906,2019-07-26,"AUS Women"
53906,2019-07-28,"AUS Women"
53906,2019-07-31,"AUS Women"
53906,2019-12-17,"PAK Women"
53906,2019-12-19,"PAK Women"
53906,2020-01-31,"India Women"
53906,2020-02-01,"AUS Women"
53906,2020-02-07,"India Women"
53906,2020-02-09,"AUS Women"
53906,2020-02-23,"SA Women"
53906,2020-02-26,"THA Women"
53906,2020-02-28,"PAK Women"
53906,2020-03-01,"WI Women"
53906,2020-09-21,"WI Women"
53906,2020-09-23,"WI Women"
53906,2020-09-26,"WI Women"
53906,2020-09-28,"WI Women"
53906,2020-09-30,"WI Women"
53906,2021-03-03,"NZ Women"
53906,2021-03-07,"NZ Women"
53906,2021-07-09,"India Women"
53906,2021-07-11,"India Women"
53906,2021-07-14,"India Women"
53906,2021-09-01,"NZ Women"
53906,2021-09-09,"NZ Women"
53906,2022-01-20,"AUS Women"
53906,2022-01-22,"AUS Women"
53906,2022-07-21,"SA Women"
53906,2022-07-23,"SA Women"
53906,2022-07-25,"SA Women"
53906,2022-07-30,"SL Women"
53906,2022-08-02,"SA Women"
53906,2022-08-04,"NZ Women"
53906,2022-08-06,"India Women"
53906,2022-08-07,"NZ Women"
53906,2022-12-11,"WI Women"
53906,2022-12-14,"WI Women"
53906,2022-12-18,"WI Women"
53906,2023-02-11,"WI Women"
53906,2023-02-13,"IRE Women"
53906,2023-02-18,"India Women"
53906,2023-02-21,"PAK Women"
53906,2023-02-24,"SA Women"
53906,2005-09-02,"AUS Women"
53906,2006-08-05,"India Women"
53906,2008-08-22,"SA Women"
53906,2008-08-23,"SA Women"
53906,2008-08-23,"SA Women"
53906,2009-06-11,"India Women"
53906,2009-06-19,"AUS Women"
53906,2009-06-21,"NZ Women"
53906,2009-11-09,"WI Women"
53906,2009-11-10,"WI Women"
